make;model;code;version;descmotor;desctransmision
008;044;15;SDrive 28i - Sincronico;L4, 2.0i, 16V;S
008;045;01;200cc - Automatico;L1, 0.2i, 4V;A
008;046;01;i - Secuencial;V8, 4.4i, 32V;SEC
008;046;02;i - Sincronico;V8, 4.4i, 32V;S
008;046;03;iA - Secuencial;V8, 4.4i, 32V;SEC
008;047;01;iAL - Secuencial;V12, 6.0i, 48V;SEC
008;047;02;iAL - Automatico;V12, 6.0i, 48V;A
008;047;03;iA - Automatico;V12, 6.0i, 48V;A
008;048;01;i - Sincronico;V8, 4.4i, 32V;S
008;048;02;iA - Secuencial;V8, 4.4i, 32V;SEC
008;048;03;iA Cabrio - Secuencial;V8, 4.4i, 32V;SEC
008;048;04;i Cabrio - Sincronico;V8, 4.4i, 32V;S
008;049;01;Base - Secuencial;V8, 4.8i, 32V;SEC
008;050;01;2.5 AWD - Sincronico;L6, 2.5i, 24V;S
008;050;02;2.5 AWD - Automatico;L6, 2.5i, 24V;A
008;050;03;3.0 AWD - Sincronico;L6, 3.0i, 24V;S
008;050;04;3.0 AWD - Automatico;L6, 3.0i, 24V;A
008;050;05;3.0 AWD - Sincronico;L6, 3.0i, 24V;S
008;050;06;3.0 AWD - Automatico;L6, 3.0i, 24V;A
008;050;07;2.5 AWD - Automatico;L6, 2.5i, 24V;A
008;050;08;2.5 AWD - Sincronico;L6, 2.5i, 24V;S
008;050;09;3.0 AWD - Secuencial;L6, 3.0i, 24V;SEC
008;050;10;Xdrive 3.0 AWD - Sincronico;L6, 3.0i, 24V;S
008;050;11;Xdrive 3.0 AWD - Automatico;L6, 3.0i, 24V;A
008;050;12;Xdrive28i AWD - Automatico;L6, 3.0i, 24V;A
008;050;13;Xdrive35i AWD - Automatico;L6, 3.0i, 24V;A
008;050;14;Xdrive28i AWD - Automatico;L6, 3.0i, 24V;A
008;050;15;Xdrive20i AWD - Sincronico;L4, 2.0i, 16V;S
008;050;16;sDrive28i  - Automatico;L4, 2.0i, 16V;A
008;050;17;xDrive28d AWD - Automatico;L4, 2.0i, 16V;A
008;051;01;Roadster - Sincronico;L6, 2.5i, 24V;S
008;052;01;iA - Automatico;L4, 2.0i, 16V;A
008;052;02;i - Sincronico;L4, 2.0i, 16V;S
008;053;01;i - Sincronico;L4, 1.6i, 16V;S
008;054;01;i - Sincronico;V8, 4.8i, 32V;S
008;054;02;iA - Secuencial;V8, 4.8i, 32V;SEC
008;054;03;iA Premiun Package - Secuencial;V8, 4.8i, 32V;SEC
008;054;04;iA Sport Package - Secuencial;V8, 4.8i, 32V;SEC
008;054;05;iA xDrive - Automatico;V8, 4.4i, 32V;A
008;054;06;i Grand Turismo - Automatico;V8, 4.4i, 32V;A
008;054;07;iXDrive Grand Turismo - Automatico;V8, 4.4i, 32V;A
008;055;01;i Conv. - Sincronico;V8, 4.8i, 32V;S
008;055;02;i Coupe - Sincronico;V8, 4.8i, 32V;S
008;055;03;iA - Automatico;V8, 4.8i, 32V;A
008;055;04;iA XDrive - Automatico;V8, 4.4i, 32V;A
008;055;05;i Coupe - Automatico;V8, 4.4i, 32V;A
008;055;06;iA Conv. - Automatico;V8, 4.4i, 32V;A
008;055;07;iA XDrive Conv. - Automatico;V8, 4.4i, 32V;A
008;056;01;i - Sincronico;L6, 3.0i, 24V;S
008;057;01;2 Enduro - Sincronico;O2, 1.2i, 8V;S
008;058;01;i 2P  - Sincronico;L6, 3.0i, 24V;S
008;058;02;i 2P  - Secuencial;L6, 3.0i, 24V;SEC
008;058;03;CiA  - Secuencial;L6, 3.0i, 24V;SEC
008;058;04;i - Sincronico;L6, 3.0i, 24V;S
008;058;05;iA - Secuencial;L6, 3.0i, 24V;SEC
008;058;06;Ci - Sincronico;L6, 3.0i, 24V;S
008;058;07;i - Sincronico;L6, 3.0i, 24V;S
008;058;08;Xi AWD - Secuencial;L6, 3.0i, 24V;SEC
008;058;09;Xi AWD - Sincronico;L6, 3.0i, 24V;S
008;058;10;i Conv. - Secuencial;L6, 3.0i, 24V;SEC
008;058;11;i Conv. - Sincronico;L6, 3.0i, 24V;S
008;058;12;iA - Secuencial;L6, 3.0i, 24V;SEC
008;058;13;is 2P - Automatico;L6, 3.0i, 24V;A
008;058;14;is 2P - Sincronico;L6, 3.0i, 24V;S
008;059;01;650 Xmoto - Sincronico;L1, 0.65i, 4V;S
008;059;02;650 XCountry - Sincronico;L1, 0.65i, 4V;S
008;059;03;650 XChallenge - Sincronico;L1, 0.65i, 4V;S
008;059;04;Xcountry - Sincronico;L1, 0.65i, 4V;S
008;059;05;450X - Sincronico;L1, 0.45i, 2V;S
008;059;06;650 GS - Sincronico;L1, 0.65i, 4V;S
008;060;01;Xdrive 35i AWD - Automatico;L6, 3.0i, 24V;A
008;060;02;Xdrive 50i AWD - Automatico;V8, 4.4i, 32V;A
008;060;03;M AWD - Automatico;V8, 4.4i, 32V;A
008;060;04;Sdrive 35i AWD - Automatico;L6, 3.0i, 24V;A
008;061;01;Ci - Sincronico;L6, 3.0i, 24V;S
008;061;02;i Coupe - Sincronico;L6, 3.0i, 24V;S
008;061;03;i Convertible - Sincronico;L6, 3.0i, 24V;S
008;062;01;i Coupe  - Sincronico;L6, 3.0i, 24V;S
008;062;02;i Convertible - Sincronico;L6, 3.0i, 24V;S
008;063;01;xDrive25i - Automatico;L6, 3.0i, 24V;A
008;063;02;sDriver20i - Secuencial;L4, 2.0i, 16V;SEC
008;063;03;xDrive 35i AWD - Automatico;L6, 3.0i, 24V;A
008;063;04;xDrive 28i AWD - Automatico;L4, 2.0i, 16V;A
008;063;05;sDrive 28i - Automatico;L4, 2.0i, 16V;A
008;063;06;sDrive 18i - Sincronico;L4, 2.0i, 16V;S
008;064;01;iA - Automatico;L6, 3.0i, 24V;A
008;064;02;iA Conv - Automatico;L6, 3.0i, 24V;A
008;064;03;iA XDrive - Automatico;L6, 3.0i, 24V;A
008;065;01;iA XDrive 2P AWD - Automatico;L6, 3.0i, 24V;A
008;065;02;i XDrive 2P AWD - Sincronico;L6, 3.0i, 24V;S
008;065;03;i 2P - Sincronico;L6, 3.0i, 24V;S
008;065;04;iA 2P - Automatico;L6, 3.0i, 24V;A
008;065;05;iA Conv - Automatico;L6, 3.0i, 24V;A
008;065;06;iA XDrive Conv AWD - Automatico;L6, 3.0i, 24V;A
008;066;01;iA Xdrive 2P AWD - Automatico;L4, 2.0i, 16V;A
008;066;02;iA 2P - Automatico;L4, 2.0i, 16V;A
008;066;03;i 2P - Sincronico;L4, 2.0i, 16V;S
008;066;04;iA Conv - Automatico;L4, 2.0i, 16V;A
008;066;05;iA - Automatico;L4, 2.0i, 16V;A
008;067;01;iA - Automatico;L4, 1.6i, 16V;A
008;067;02;i - Sincronico;L4, 1.6i, 16V;S
008;068;01;1000RR - Sincronico;L4, 1.0i, 16V;S
008;068;02;1000R - Sincronico;L4, 1.0i, 16V;S
008;069;01;i Xdrive Coupe - Automatico;L4, 2.0i, 16V;A
008;070;01;i 2P - Sincronico;L4, 2.0i, 16V;S
008;070;02;iA 2P - Automatico;L4, 2.0i, 16V;A
008;070;03;iXDrive 2P AWD - Automatico;L4, 2.0i, 16V;A
008;071;01;i M 2P - Sincronico;L6, 3.0i, 24V;S
008;071;02;iA M 2P - Automatico;L6, 3.0i, 24V;A
008;071;03;iA M Conv. - Automatico;L6, 3.0i, 24V;A
008;071;04;i M Conv. - Sincronico;L6, 3.0i, 24V;S
008;071;05;iXDrive M 2P AWD - Automatico;L6, 3.0i, 24V;A
009;001;01;110 - Sincronico;V12, 3.5i, 60V;S
009;001;02;110S - Sincronico;V12, 3.5i, 60V;S
009;002;01;Versión sin siglas - Sincronico;V12, 6.0i, 60V;S
009;003;01;Base AWD - Secuencial;W16, 8.0i, 64V;SEC
009;003;02;Pur Sang AWD - Secuencial;W16, 8.0i, 64V;SEC
010;001;01;Custom 4P - Automatico;V6, 3.3i, 12V;A
010;001;02;DLX - Automatico;V6, 3.3i, 12V;A
010;001;03;Limited Sedan - Automatico;V6, 3.1i, 12V;A
010;001;04;Limited Sedan - Automatico;V6, 2.8, 12V;A
010;001;05;Special Wagon - Automatico;V6, 3.3i, 12V;A
010;001;06;Special Sedan - Automatico;V6, 3.3i, 12V;A
010;001;07;Limited Sedan - Automatico;V6, 3.3i, 12V;A
010;001;08;Limited  SW - Automatico;V6, 2.8, 12V;A
010;001;09;Custom 2P - Automatico;V6, 3.3i, 12V;A
010;001;10;Custom Wagon - Automatico;V6, 3.3i, 12V;A
010;001;11;Limited Wagon - Automatico;V6, 3.1i, 12V;A
010;002;01;Custom - Automatico;V6, 3.8i, 12V;A
010;002;02;LTD - Automatico;V6, 3.8i, 12V;A
010;003;01;Base - Automatico;V6, 3.8i, 12V;A
010;003;02;Ultra S. - Automatico;V6, 3.8i, 12V;A
010;004;01;Custom 2P/4P - Automatico;V6, 3.1i, 12V;A
010;004;02;Gran Sport - Automatico;V6, 3.8i, 12V;A
010;004;03;Limited - Automatico;V6, 3.8i, 12V;A
010;004;04;LS Sedan - Automatico;V6, 3.8i, 12V;A
010;004;05;GS V6 - Automatico;V6, 3.8i, 12V;A
010;004;06;LS 25th Anniversary - Automatico;V6, 3.8i, 12V;A
010;004;07;CXL - Automatico;L4, 2.4i, 16V;A
010;004;08;Base - Automatico;L4, 2.4i, 16V;A
010;004;09;Premiun 1 - Automatico;L4, 2.4i, 16V;A
010;004;10;Premiun 2 - Automatico;L4, 2.4i, 16V;A
010;004;11;Premiun Turbo 2 - Automatico;L4, 2.0i, 16V;A
010;004;12;Premiun Turbo 1 - Automatico;L4, 2.0i, 16V;A
010;004;13;Base Turbo - Automatico;L4, 2.0i, 16V;A
010;004;14;Base Turbo AWD - Automatico;L4, 2.0i, 16V;A
010;004;15;GS Turbo - Automatico;L4, 2.0i, 16V;A
010;004;16;GS Turbo AWD - Automatico;L4, 2.0i, 16V;A
010;004;17;Premiun Turbo 1 AWD - Automatico;L4, 2.0i, 16V;A
010;004;18;Premiun Turbo 2 AWD - Automatico;L4, 2.0i, 16V;A
010;005;01;Coupe - Automatico;V6, 3.8i, 12V;A
010;006;01;LTD Sedan - Automatico;V8, 5.7i, 16V;A
010;006;02;LTD Wagon - Automatico;V8, 5.7i, 16V;A
010;006;03;Estate Wagon - Automatico;V8, 5.7i, 16V;A
010;006;04;Sedan - Automatico;V8, 5.7i, 16V;A
010;007;01;Custom 2P/4P - Automatico;L4, 2.4i, 16V;A
010;007;03;Gran Sport - Automatico;V6, 3.1i, 12V;A
010;007;04;Limited 2P/4P - Automatico;L4, 2.3i, 8V;A
010;008;01;4P/Sport - Automatico;L4, 2.0i, 8V;A
010;010;01;CXL 4x2 - Automatico;L6, 4.2i, 24V;A
010;010;02;CXL AWD - Automatico;L6, 4.2i, 24V;A
010;011;01;CX  - Automatico;V6, 3.4i, 12V;A
010;011;02;CX AWD - Automatico;V6, 3.4i, 12V;A
010;011;03;CXL AWD - Automatico;V6, 3.4i, 12V;A
010;011;04;CXL  - Automatico;V6, 3.4i, 12V;A
010;012;01;CX - Automatico;V6, 3.8i, 12V;A
010;012;02;CXL - Automatico;V6, 3.8i, 12V;A
010;012;03;CXS - Automatico;V6, 3.6i, 24V;A
010;012;04;Super - Automatico;V8, 5.3i, 16V;A
010;012;05;CXL AWD - Automatico;V6, 3.6i, 24V;A
010;012;06;CX - Automatico;V6, 3.0i, 24V;A
010;012;07;CXL - Automatico;V6, 3.0i, 24V;A
010;012;08;Touring Group - Automatico;V6, 3.6i, 24V;A
010;012;09;Premiun II Group - Automatico;V6, 3.6i, 24V;A
010;012;10;Premiun III Group - Automatico;V6, 3.6i, 24V;A
010;012;11;Premiun I Group - Automatico;V6, 3.6i, 24V;A
010;012;12;Premiun I Group AWD - Automatico;V6, 3.6i, 24V;A
010;012;13;Leather Group AWD - Automatico;V6, 3.6i, 24V;A
010;012;14;Leather Group - Automatico;V6, 3.6i, 24V;A
010;013;01;CX 4x2 - Automatico;V6, 3.5i, 12V;A
010;013;02;CX AWD - Automatico;V6, 3.5i, 12V;A
010;013;03;CXL AWD - Automatico;V6, 3.5i, 12V;A
010;013;04;CXL  - Automatico;V6, 3.5i, 12V;A
010;014;01;CXL V8 - Automatico;V8, 4.6i, 32V;A
010;014;02;CXL - Automatico;V6, 3.8i, 12V;A
010;014;03;CXS V8 - Automatico;V8, 4.6i, 32V;A
010;014;04;CX - Automatico;V6, 3.8i, 12V;A
010;014;05;Super - Automatico;V8, 4.6i, 32V;A
010;015;01;CX - Automatico;V6, 3.6i, 24V;A
010;015;02;CX AWD - Automatico;V6, 3.6i, 24V;A
010;015;03;CXL AWD - Automatico;V6, 3.6i, 24V;A
010;015;04;CXL  - Automatico;V6, 3.6i, 24V;A
010;015;05;Base - Automatico;V6, 3.6i, 24V;A
010;015;06;Base AWD - Automatico;V6, 3.6i, 24V;A
010;015;07;Convenience AWD - Automatico;V6, 3.6i, 24V;A
010;015;08;Convenience - Automatico;V6, 3.6i, 24V;A
010;015;09;Premiun - Automatico;V6, 3.6i, 24V;A
010;015;10;Premiun AWD - Automatico;V6, 3.6i, 24V;A
010;015;11;Leather AWD - Automatico;V6, 3.6i, 24V;A
010;015;12;Leather - Automatico;V6, 3.6i, 24V;A
010;016;01;Limited - Automatico;V6, 3.8i, 24V;A
010;017;01;HRV - Sincronico;L4, 1.6i, 16V;S
010;018;01;Base - Automatico;L4, 2.4i, 16V;A
010;018;02;Leather Group - Automatico;L4, 2.4i, 16V;A
010;018;03;Convenience Group - Automatico;L4, 2.4i, 16V;A
010;018;04;Premiun Group - Automatico;L4, 2.0i, 16V;A
011;001;01;Convertible - Automatico;V8, 4.6i, 32V;A
011;001;02;Convertible & H. T. - Automatico;V8, 4.6i, 32V;A
011;002;01;Versión sin siglas - Automatico;V8, 5.0i, 16V;A
011;002;02;d`Elegance - Automatico;V8, 5.7i, 16V;A
011;003;01;Concours - Automatico;V8, 4.6i, 32V;A
011;003;02;Sixty Special - Automatico;V8, 4.9i, 32V;A
011;003;03;Sedan  - Automatico;V8, 4.6i, 32V;A
011;003;04;Touring Sedan - Automatico;V8, 4.9i, 16V;A
011;003;05;D`elegance - Automatico;V8, 4.6i, 32V;A
011;003;06;DHS - Automatico;V8, 4.6i, 32V;A
011;003;07;DTS - Automatico;V8, 4.6i, 32V;A
011;003;08;Funeral Coach - Automatico;V8, 4.6i, 16V;A
011;003;09;Coachbuilder Limosine - Automatico;V8, 4.6i, 32V;A
011;004;01;Sport Coupe (ESC) - Automatico;V8, 4.6i, 32V;A
011;004;02;Touring Coupe (ETC)  - Automatico;V8, 4.9i, 16V;A
011;004;03;Coupe Special (ECS) - Automatico;V8, 4.6i, 32V;A
011;004;04;Coupe Base - Automatico;V8, 4.9i, 16V;A
011;005;01;2/4P - Automatico;V8, 5.7i, 32V;A
011;005;02;Sixty Special - Automatico;V8, 4.9i, 16V;A
011;005;03;Brougham - Automatico;V8, 5.7i, 16V;A
011;005;04;Coupe - Automatico;V8, 5.7i, 16V;A
011;006;01;SLS - Automatico;V8, 4.9i, 16V;A
011;006;02;STS - Automatico;V8, 4.6i, 32V;A
011;006;03;Base - Automatico;V6, 4.1, 12V;A
011;007;01;Versión sin siglas - Automatico;V6, 3.0i, 24V;A
011;007;02;Cuero - Automatico;V6, 3.0i, 24V;A
011;007;03;Sin Siglas - Automatico;V8, 4.9i, 16V;A
011;008;01;Base 4x4 - Automatico;V8, 5.7i, 16V;A
011;008;02;Base  - Automatico;V8, 6.0i, 16V;A
011;008;03;EXT Crew Cab. AWD - Automatico;V8, 6.0i, 16V;A
011;008;04;ESV Base AWD - Automatico;V8, 6.0i, 16V;A
011;008;05;ESV Platinum AWD - Automatico;V8, 6.0i, 16V;A
011;008;06;Platinum Edition - Automatico;V8, 6.2i, 16V;A
011;008;07;Platinum Edition AWD - Automatico;V8, 6.2i, 16V;A
011;009;01;Base - Sincronico;V6, 3.2i, 24V;S
011;009;02;Base - Automatico;V6, 3.2i, 24V;A
011;009;03;V - Sincronico;V8, 5.7i, 16V;S
011;009;04;Base AWD - Automatico;V6, 3.6i, 24V;A
011;009;05;Performance V6 AWD - Automatico;V6, 3.6i, 24V;A
011;009;06;Performance V6 - Automatico;V6, 3.6i, 24V;A
011;009;07;Luxury V6 - Automatico;V6, 3.0i, 24V;A
011;009;08;Luxury V6 AWD - Automatico;V6, 3.0i, 24V;A
011;009;09;Premiun V6 AWD - Automatico;V6, 3.6i, 24V;A
011;009;10;Premiun V6 - Automatico;V6, 3.6i, 24V;A
011;009;11;Sport Wagon - Automatico;V6, 3.0i, 24V;A
011;009;12;Performance Wagon - Automatico;V6, 3.0i, 24V;A
011;009;13;Premiun Wagon - Automatico;V6, 3.6i, 24V;A
011;009;14;Performance AWD - Automatico;L4, 2.0i, 16V;A
011;009;15;Performance - Automatico;L4, 2.0i, 16V;A
011;009;16;Premiun - Automatico;L4, 2.0i, 16V;A
011;009;17;Premiun AWD - Automatico;L4, 2.0i, 16V;A
011;009;18;Luxury - Automatico;L4, 2.0i, 16V;A
011;009;19;Luxury AWD - Automatico;L4, 2.0i, 16V;A
011;010;01;Roadster - Automatico;V8, 4.6i, 32V;A
011;010;02;Platinum - Automatico;V8, 4.6i, 32V;A
011;011;01;Base AWD - Automatico;V6, 3.6i, 24V;A
011;011;02;Base AWD - Automatico;V8, 4.6i, 32V;A
011;011;03;Base - Automatico;V6, 3.6i, 24V;A
011;011;04;Base - Automatico;V8, 4.6i, 32V;A
011;011;05;Premium AWD - Automatico;V6, 3.0i, 24V;A
011;011;06;Base - Automatico;V6, 3.0i, 24V;A
011;011;07;Premium - Automatico;V6, 3.0i, 24V;A
011;011;08;Luxury AWD - Automatico;V6, 3.0i, 24V;A
011;011;09;Luxury - Automatico;V6, 3.0i, 24V;A
011;011;10;Performance AWD - Automatico;V6, 3.0i, 24V;A
011;012;01;Base V6 - Automatico;V6, 3.6i, 24V;A
011;012;02;Base V8 - Automatico;V8, 4.6i, 32V;A
011;012;03;Base V8 AWD - Automatico;V8, 4.6i, 32V;A
011;012;04;Luxury Sport V6 - Automatico;V6, 3.6i, 24V;A
011;012;05;Luxury V6 - Automatico;V6, 3.6i, 24V;A
011;012;06;Premiun V6 - Automatico;V6, 3.6i, 24V;A
011;013;01;Luxury I - Automatico;V8, 4.6i, 32V;A
011;013;02;Luxury II - Automatico;V8, 4.6i, 32V;A
011;013;03;Luxury III - Automatico;V8, 4.6i, 32V;A
011;013;04;Base  - Automatico;V8, 4.6i, 32V;A
011;013;05;Premiun - Automatico;V8, 4.6i, 32V;A
011;014;01;Base - Automatico;V8, 4.4i, 32V;A
011;015;01;Base - Automatico;V8, 4.4i, 32V;A
011;016;01;Base 4P - Automatico;L4, 2.5i, 16V;A
011;016;02;Base Turbo 4P - Automatico;L4, 2.0i, 16V;A
011;016;03;Base Turbo 4P AWD - Automatico;L4, 2.0i, 16V;A
011;016;04;Luxury Turbo 4P AWD - Automatico;L4, 2.0i, 16V;A
011;016;05;Luxury Turbo 4P - Automatico;L4, 2.0i, 16V;A
011;016;06;Luxury 4P - Automatico;L4, 2.5i, 16V;A
011;016;07;Luxury V6 4P - Automatico;V6, 3.6i, 24V;A
011;016;08;Luxury V6 4P AWD - Automatico;V6, 3.6i, 24V;A
011;016;09;Premiun V6 4P AWD - Automatico;V6, 3.6i, 24V;A
011;016;10;Premiun V6 4P - Automatico;V6, 3.6i, 24V;A
011;016;11;Premiun Turbo 4P - Automatico;L4, 2.0i, 16V;A
011;016;12;Premiun Turbo 4P AWD - Automatico;L4, 2.0i, 16V;A
011;016;13;Base Turbo 2P - Automatico;L4, 2.0i, 16V;A
011;016;14;Base Turbo 2P AWD - Automatico;L4, 2.0i, 16V;A
011;016;15;Luxury Turbo 2P - Automatico;L4, 2.0i, 16V;A
011;016;16;Luxury Turbo 2P AWD - Automatico;L4, 2.0i, 16V;A
011;016;17;Performance Turbo 2P - Automatico;L4, 2.0i, 16V;A
011;016;18;Luxury V6 2P - Automatico;V6, 3.6i, 24V;A
011;016;19;Performance Turbo 2P AWD - Automatico;L4, 2.0i, 16V;A
011;016;20;Premium Turbo 2P - Automatico;L4, 2.0i, 16V;A
011;016;21;Luxury V6 2P AWD - Automatico;V6, 3.6i, 24V;A
011;016;22;Performance V6 2P - Automatico;V6, 3.6i, 24V;A
011;016;23;Premium Turbo 2P AWD - Automatico;L4, 2.0i, 16V;A
011;016;24;Performance V6 2P AWD - Automatico;V6, 3.6i, 24V;A
011;016;25;Premium V6 2P - Automatico;V6, 3.6i, 24V;A
011;016;26;Premium V6 2P AWD - Automatico;V6, 3.6i, 24V;A
011;016;27;Performance Turbo 4P - Automatico;L4, 2.0i, 16V;A
011;016;28;Performance Turbo 4P AWD - Automatico;L4, 2.0i, 16V;A
011;016;29;Performance V6 4P - Automatico;V6, 3.6i, 24V;A
011;016;30;Performance V6 4P AWD - Automatico;V6, 3.6i, 24V;A
011;017;01;Base - Automatico;V6, 3.6i, 24V;A
011;017;02;Luxury - Automatico;V6, 3.6i, 24V;A
011;017;03;Luxury AWD - Automatico;V6, 3.6i, 24V;A
011;017;04;Platinum AWD - Automatico;V6, 3.6i, 24V;A
011;017;05;Platinum - Automatico;V6, 3.6i, 24V;A
011;017;06;Premiun - Automatico;V6, 3.6i, 24V;A
011;017;07;Premiun AWD - Automatico;V6, 3.6i, 24V;A
012;001;01;125 (Scooter) - Automatico;L1, 0.125 , 2V;A
012;002;01;125cc - Sincronico;L1, 0.125 , 2V;S
012;003;01;125cc  - Sincronico;L1, 0.125 , 2V;S
012;004;01;500 (Paseo) - Sincronico;L2, 0.5, 4V;S
012;005;01;500 (Enduro) - Sincronico;L1, 0.5 , 4V;S
012;006;01;900  - Sincronico;L2, 0.9i, 4V;S
012;006;02;900T (Enduro) - Sincronico;L2, 0.9, 4V;S
012;007;01;1000 - Sincronico;V2, 1.0, 4V;S
012;007;02;1000T - Sincronico;L2, 1.0, 4V;S
012;008;01;1000 - Sincronico;V2, 1.0i, 4V;S
012;008;02;650cc - Sincronico;V2, 0.65, 8V;S
012;009;01;1000 - Sincronico;V2, 1.0i, 4V;S
012;010;01;350 - Sincronico;L1, 0.35, 4V;S
013;001;01;Van - Automatico;V6, 4.3i, 12V;A
013;001;02;Van 4x4 - Automatico;V6, 4.3i, 12V;A
013;001;03;Van Carga - Automatico;V6, 4.3i, 12V;A
013;001;04;Van Carga 4x4 - Automatico;V6, 4.3i, 12V;A
013;001;05;LS 4x4 - Automatico;V6, 4.3i, 12V;A
013;001;06;LS - Automatico;V6, 4.3i, 12V;A
013;001;07;LT 4x4 - Automatico;V6, 4.3i, 12V;A
013;001;08;LT - Automatico;V6, 4.3i, 12V;A
013;002;01;Coupe - Sincronico;L4, 2.2i, 8V;S
013;002;02;Z26 - Sincronico;V6, 3.1i, 12V;S
013;002;03;GT - Sincronico;L4, 2.2i, 8V;S
013;002;04;Coupe - Automatico;L4, 2.2i, 8V;A
013;002;05;Z26 - Automatico;V6, 3.1i, 12V;A
013;002;06;GT - Automatico;L4, 2.2i, 8V;A
013;002;07;GTZ - Sincronico;L4, 2.3i, 16V;S
013;002;08;GTZ - Automatico;L4, 2.3i, 16V;A
013;003;01;S-10 - Sincronico;V6, 4.3i, 12V;S
013;003;02;S-10 / LS - Automatico;V6, 4.3i, 12V;A
013;003;03;S-10 / LS 4x4 - Sincronico;V6, 4.3i, 12V;S
013;003;04;S-10 / LS 4x4 - Automatico;V6, 4.3i, 12V;A
013;003;05;LS Platinum 4x4 - Automatico;V6, 4.3i, 12V;A
013;004;01;Cheyenne Pick-Up A/A - Sincronico;V8, 5.7, 16V;S
013;004;02;Cheyenne Pick-Up A/A - Automatico;V8, 5.3i, 16V;A
013;004;03;Cheyenne Pick-Up 4x4 A/A - Automatico;V8, 5.7i, 16V;A
013;004;04;Cheyenne Base Pick-Up - Sincronico;V8, 5.7, 16V;S
013;004;05;Silverado Pick-Up  - Automatico;V8, 5.7, 16V;A
013;004;06;Silverado Fleetside P.-Up 4x4 - Automatico;V8, 5.7i, 16V;A
013;004;07;Silverado Sportside P.-Up 4x4 - Automatico;V8, 5.7i, 16V;A
013;004;08;Silverado Extend Cab LT - Automatico;V8, 5.3i, 16V;A
013;004;09;Cheyenne 4x4 - Automatico;V8, 5.7i, 16V;A
013;004;10;Silverado Extend Cab LS - Automatico;V8, 5.3i, 16V;A
013;004;11;Silverado Reg. Cab. LS - Automatico;V8, 5.3i, 16V;A
013;005;01;Cheyenne Cabina A/A - Sincronico;V8, 5.7i, 16V;S
013;005;02;Cheyenne Cabina S/A - Sincronico;V8, 5.7i, 16V;S
013;006;01;/ Big 10 Pick-Up - Automatico;V8, 5.7, 16V;A
013;006;02;/ Big 10 Pick-Up - Automatico;L6, 4.8, 12V;A
013;006;04;/ Big 10 Silverado Pick-Up 4x4 - Automatico;L6, 4.8, 12V;A
013;006;05;/ Big 10 Pick-Up - Sincronico;V8, 5.7, 16V;S
013;006;06;/ Big 10 Pick-Up - Sincronico;L6, 4.8, 12V;S
013;006;07;/ Big 10 Silverado Pick-Up 4x4 - Sincronico;V8, 5.7, 16V;S
013;007;01;Pick-Up - Automatico;V8, 5.7, 16V;A
013;007;02;Chasis - Sincronico;V8, 5.7i, 16V;S
013;008;01;Cheyenne Cava - Sincronico;V8, 5.7, 16V;S
013;008;02;Cheyenne - Sincronico;V8, 5.7, 16V;S
013;008;80;MINIBUS;N/P;S
013;009;01;Chasis - Sincronico;V8, 6.0, 16V;S
013;009;02;AUTOBUS;8 CIL;S
013;010;01;Chasis - Sincronico;V8, 5.8, 16V;S
013;011;01;Kodiak Diesel - Sincronico;L6, 6.6i, 12V;S
013;011;02;Kodiak Gasolina - Sincronico;V8, 6.0, 16V;S
013;011;03;Versión sin siglas - Sincronico;V8, 6.0, 16V;S
013;012;01;Versión sin siglas - Sincronico;V8, 6.6, 16V;S
013;013;01;RS - Automatico;V8, 5.0i, 16V;A
013;013;02;RS - Sincronico;V6, 3.1i, 12V;S
013;013;03;RS convertible - Sincronico;V6, 3.1i, 12V;S
013;013;04;Z28 - Automatico;V6, 3.4i, 12V;A
013;013;05;Z28 - Automatico;V8, 5.0i, 16V;A
013;013;06;Z28 Conv. - Automatico;V8, 5.0i, 16V;A
013;013;07;Base - Sincronico;V6, 3.4i, 12V;S
013;013;08;Base Conv. - Sincronico;V6, 3.4i, 12V;S
013;013;09;SS - Sincronico;V8, 6.2i, 16V;S
013;013;10;SS Conv. - Sincronico;V8, 6.2i, 16V;S
013;013;11;SS - Sincronico;V8, 5,7i, 16V;S
013;013;12;Base - Automatico;V6, 3.4i, 12V;A
013;013;13;Z28 - Sincronico;V8, 5.7i, 16V;S
013;013;14;RS - Automatico;V6, 3.1i, 12V;A
013;013;15;RS convertible - Automatico;V6, 3.4i, 12V;A
013;013;16;Base Conv. - Automatico;V6, 3.8i, 12V;A
013;013;17;SS - Automatico;V8, 6.2i, 16V;A
013;013;18;SS Conv. - Automatico;V8, 6.2i, 16V;A
013;013;19;Z28 Conv. - Sincronico;V8, 5.0i, 16V;S
013;013;20;LS - Sincronico;V6, 3.6i, 24V;S
013;013;21;LT - Sincronico;V6, 3.6i, 24V;S
013;013;22;LT - Automatico;V6, 3.6i, 24V;A
013;013;23;LS - Automatico;V6, 3.6i, 24V;A
013;013;24;ZL1 Conv - Automatico;V8, 6.2i, 16V;A
013;013;25;ZL1 - Automatico;V8, 6.2i, 16V;A
013;013;26;ZL1 - Sincronico;V8, 6.2i, 16V;S
013;013;27;Z28 - Sincronico;V8, 7.0i, 16V;S
013;014;01;Classic - Automatico;V8, 4.3i, 16V;A
013;014;02;Classic 2P - Automatico;V8, 5.0, 16V;A
013;014;03;Classic 2P - Automatico;V6, 4.1, 12V;A
